282	27
283	5
284	26
285	26
286	5
287	71
288	71
289	17
290	10
291	10
292	72
293	72
294	73
295	67
296	67
297	74
298	74
299	10
300	7
301	75
302	75
303	76
304	1
305	1
306	3
307	46
308	0
309	1
310	75
311	26
312	8
313	49
314	49
315	71
316	51
317	51
318	1
319	46
320	5
321	52
322	74
323	60
324	40
325	76
326	76
327	67
328	1
329	0
330	32
331	49
332	23
333	52
334	40
335	40
336	40
337	55
338	72
339	72
340	72
341	77
342	77
343	77
344	40
345	40
346	1
347	32
348	32
349	34
350	34
351	32
352	40
353	0
354	6
355	23
356	51
357	49
358	5
359	23
360	20
361	20
362	10
363	78
364	78
365	2
366	34
367	79
368	79
369	38
370	44
371	44
372	80
373	80
374	18
375	80
376	45
377	81
378	73
379	3
380	27
381	10
382	10
383	10
384	62
385	16
386	53
387	53
388	5
389	13
390	15
391	15
392	38
393	82
394	82
395	22
396	72
397	34
398	29
399	49
400	45
401	83
402	83
403	29
404	3
405	15
406	70
407	40
408	0
409	0
410	8
411	40
412	40
413	58
414	58
415	84
416	84
417	20
418	20
419	40
420	41
421	41
422	40
423	19
424	19
425	64
426	74
427	74
428	0
429	85
430	85
431	43
432	43
433	70
434	79
435	67
436	86
437	86
438	86
439	60
440	22
441	42
442	42
443	1
444	53
445	11
446	80
447	1
448	15
449	15
450	49
451	71
452	0
453	0
454	55
455	20
456	20
457	82
458	17
459	16
460	42
461	42
462	0
463	37
464	47
465	47
466	34
467	30
468	62
469	62
470	30
471	67
472	43
473	77
474	77
475	87
476	87
477	88
478	88
479	89
480	7
481	5
482	1
483	47
484	90
485	90
486	7
487	47
488	47
489	47
490	3
491	3
492	72
493	47
494	0
495	0
496	44
497	49
498	47
499	51
500	5
501	74
502	80
503	71
504	71
505	2
506	69
507	91
508	91
509	61
510	19
511	2
512	2
513	47
514	2
515	45
516	45
517	47
518	32
519	45
520	0
521	1
522	53
523	92
524	92
525	42
526	27
527	6
528	1
529	1
530	18
531	93
532	93
533	26
534	14
535	41
536	43
537	42
538	44
539	67
540	56
541	3
542	19
543	3
544	0
545	52
546	79
547	79
548	16
549	94
550	40
551	40
552	85
553	32
554	93
555	93
556	3
557	24
558	0
559	40
560	5
561	34
562	2
563	42
564	64
565	22
566	22
567	2
568	8
569	95
570	95
571	44
572	22
573	79
574	2
575	33
576	33
577	71
578	71
579	58
580	47
581	96
582	96
583	3
584	19
585	15
586	53
587	1
588	69
589	82
590	39
591	72
592	37
593	79
594	43
595	5
596	97
597	97
598	56
599	2
600	56
601	15
602	97
603	65
604	79
605	0
606	94
607	98
608	98
609	1
610	81
611	60
612	3
613	32
614	20
615	72
616	57
617	2
618	58
619	58
620	86
621	86
622	29
623	11
624	94
625	99
626	99
627	7
628	7
629	42
630	77
631	77
632	88
633	57
634	45
635	67
636	67
637	40
638	45
639	40
640	65
641	4
642	9
643	9
644	8
645	93
646	9
647	2
648	2
649	21
650	40
651	11
652	73
653	73
654	88
655	1
656	5
657	40
658	40
659	5
660	51
661	22
662	58
663	9
664	19
665	11
666	2
667	48
668	13
669	1
670	20
671	27
672	92
673	44
674	31
675	88
676	57
677	99
678	35
679	87
680	92
681	15
682	58
683	45
684	3
685	36
686	72
687	72
688	100
689	100
690	101
691	101
692	11
693	40
694	89
695	0
696	40
697	85
698	10
699	102
700	102
701	97
702	3
703	72
704	55
705	23
706	77
707	57
708	41
709	81
710	57
711	2
712	41
713	41
714	90
715	36
716	43
717	6
718	40
719	103
720	103
721	5
722	55
723	102
724	10
