1	0
2	0
3	1
4	2
5	3
6	3
7	4
8	5
9	5
10	0
11	1
12	6
13	1
14	0
15	1
16	2
17	7
18	7
19	8
20	8
21	9
22	9
23	0
24	10
25	10
26	11
27	11
28	12
29	12
30	13
31	13
32	14
33	14
34	0
35	15
36	16
37	3
38	17
39	17
40	18
41	18
42	2
43	5
44	5
45	1
46	1
47	1
48	1
49	19
50	19
51	20
52	20
53	21
54	21
55	1
56	22
57	22
58	23
59	23
60	24
61	24
62	2
63	0
64	5
65	5
66	0
67	10
68	25
69	25
70	26
71	26
72	22
73	27
74	27
75	28
76	28
77	29
78	29
79	30
80	30
81	31
82	31
83	0
84	7
85	7
86	32
87	32
88	23
89	23
90	33
91	33
92	5
93	5
94	1
95	1
96	19
97	19
98	34
99	34
100	16
101	16
102	35
103	5
104	5
105	32
106	32
107	3
108	3
109	18
110	1
111	1
112	36
113	36
114	37
115	37
116	0
117	38
118	38
119	34
120	27
121	27
122	39
123	39
124	0
125	0
126	0
127	0
128	40
129	41
130	41
131	1
132	1
133	27
134	2
135	42
136	42
137	43
138	43
139	37
140	3
141	3
142	17
143	17
144	30
145	44
146	44
147	2
148	45
149	45
150	5
151	3
152	3
153	46
154	5
155	45
156	45
157	47
158	48
159	43
160	47
161	49
162	49
163	50
164	50
165	0
166	31
167	31
168	1
169	31
170	31
171	3
172	3
173	51
174	51
175	52
176	52
177	53
178	53
179	54
180	54
181	5
182	55
183	55
184	34
185	6
186	56
187	56
188	31
189	57
190	34
191	34
192	8
193	12
194	11
195	11
196	24
197	58
198	58
199	49
200	49
201	57
202	5
203	59
204	59
205	29
206	19
207	60
208	60
209	40
210	40
211	1
212	37
213	37
214	38
215	38
216	48
217	5
218	61
219	61
220	62
221	62
222	11
223	11
224	63
225	63
226	44
227	44
228	2
229	19
230	64
231	5
232	35
233	3
234	3
235	65
236	65
237	43
238	27
239	47
240	66
241	64
242	5
243	29
244	26
245	67
246	0
247	2
248	66
249	1
250	7
251	5
252	23
253	23
254	68
255	68
256	5
257	34
258	45
259	31
260	5
261	69
262	69
263	37
264	11
265	70
266	70
267	37
268	37
269	2
270	28
271	26
272	1
273	44
274	44
275	10
276	3
277	3
278	43
279	43
280	11
281	43
